1
TPI 	['Ecoli_core_model dhap_c'] 	['Ecoli_core_model g3p_c']
G6PDH2r 	['Ecoli_core_model nadp_c', 'Ecoli_core_model g6p_c'] 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h_c', 'Ecoli_core_model nadph_c']
FBA 	['Ecoli_core_model fdp_c'] 	['Ecoli_core_model dhap_c', 'Ecoli_core_model g3p_c']
RPE 	['Ecoli_core_model ru5p_D_c'] 	['Ecoli_core_model xu5p_D_c']
TKT1 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model r5p_c'] 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c']
TALA 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c'] 	['Ecoli_core_model f6p_c', 'Ecoli_core_model e4p_c']
PPC 	['Ecoli_core_model pep_c', 'Ecoli_core_model co2_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model h_c', 'Ecoli_core_model oaa_c']
PGL 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model h_c', 'Ecoli_core_model 6pgc_c']
TPI 	['Ecoli_core_model g3p_c'] 	['Ecoli_core_model dhap_c']
TKT2 	['Ecoli_core_model f6p_c', 'Ecoli_core_model g3p_c'] 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model e4p_c']
RPI 	['Ecoli_core_model ru5p_D_c'] 	['Ecoli_core_model r5p_c']
ME1 	['Ecoli_core_model mal_L_c', 'Ecoli_core_model nad_c'] 	['Ecoli_core_model nadh_c', 'Ecoli_core_model co2_c', 'Ecoli_core_model pyr_c']
PFK 	['Ecoli_core_model f6p_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model fdp_c', 'Ecoli_core_model adp_c', 'Ecoli_core_model h_c']
RPE 	['Ecoli_core_model xu5p_D_c'] 	['Ecoli_core_model ru5p_D_c']
PGK 	['Ecoli_core_model 13dpg_c', 'Ecoli_core_model adp_c'] 	['Ecoli_core_model 3pg_c', 'Ecoli_core_model atp_c']
PGK 	['Ecoli_core_model 3pg_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model 13dpg_c', 'Ecoli_core_model adp_c']
PGM 	['Ecoli_core_model 2pg_c'] 	['Ecoli_core_model 3pg_c']
ENO 	['Ecoli_core_model pep_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model 2pg_c']
PGI 	['Ecoli_core_model g6p_c'] 	['Ecoli_core_model f6p_c']
GAPD 	['Ecoli_core_model nadh_c', 'Ecoli_core_model 13dpg_c', 'Ecoli_core_model h_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model g3p_c', 'Ecoli_core_model nad_c']
glc_D_e 	['glc_D_e'] 	['Ecoli_core_model glc_D_e']


123
TPI 	['Ecoli_core_model dhap_c'] 	['Ecoli_core_model g3p_c']
GND 	['Ecoli_core_model nadp_c', 'Ecoli_core_model 6pgc_c'] 	['Ecoli_core_model ru5p_D_c', 'Ecoli_core_model nadph_c', 'Ecoli_core_model co2_c']
GLCpts 	['Ecoli_core_model pep_c', 'Ecoli_core_model glc_D_e'] 	['Ecoli_core_model pyr_c', 'Ecoli_core_model g6p_c']
PGI 	['Ecoli_core_model f6p_c'] 	['Ecoli_core_model g6p_c']
MDH 	['Ecoli_core_model nadh_c', 'Ecoli_core_model h_c', 'Ecoli_core_model oaa_c'] 	['Ecoli_core_model mal_L_c', 'Ecoli_core_model nad_c']
G6PDH2r 	['Ecoli_core_model nadp_c', 'Ecoli_core_model g6p_c'] 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h_c', 'Ecoli_core_model nadph_c']
RPE 	['Ecoli_core_model ru5p_D_c'] 	['Ecoli_core_model xu5p_D_c']
FBA 	['Ecoli_core_model fdp_c'] 	['Ecoli_core_model dhap_c', 'Ecoli_core_model g3p_c']
TALA 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c'] 	['Ecoli_core_model f6p_c', 'Ecoli_core_model e4p_c']
PPC 	['Ecoli_core_model pep_c', 'Ecoli_core_model co2_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model h_c', 'Ecoli_core_model oaa_c']
PGL 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model h_c', 'Ecoli_core_model 6pgc_c']
TPI 	['Ecoli_core_model g3p_c'] 	['Ecoli_core_model dhap_c']
TKT2 	['Ecoli_core_model f6p_c', 'Ecoli_core_model g3p_c'] 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model e4p_c']
ME1 	['Ecoli_core_model mal_L_c', 'Ecoli_core_model nad_c'] 	['Ecoli_core_model nadh_c', 'Ecoli_core_model co2_c', 'Ecoli_core_model pyr_c']
TALA 	['Ecoli_core_model f6p_c', 'Ecoli_core_model e4p_c'] 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c']
PFK 	['Ecoli_core_model f6p_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model fdp_c', 'Ecoli_core_model adp_c', 'Ecoli_core_model h_c']
RPE 	['Ecoli_core_model xu5p_D_c'] 	['Ecoli_core_model ru5p_D_c']
PGK 	['Ecoli_core_model 13dpg_c', 'Ecoli_core_model adp_c'] 	['Ecoli_core_model 3pg_c', 'Ecoli_core_model atp_c']
PGK 	['Ecoli_core_model 3pg_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model 13dpg_c', 'Ecoli_core_model adp_c']
PGM 	['Ecoli_core_model 2pg_c'] 	['Ecoli_core_model 3pg_c']
ENO 	['Ecoli_core_model pep_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model 2pg_c']
PGI 	['Ecoli_core_model g6p_c'] 	['Ecoli_core_model f6p_c']
GAPD 	['Ecoli_core_model nadh_c', 'Ecoli_core_model 13dpg_c', 'Ecoli_core_model h_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model g3p_c', 'Ecoli_core_model nad_c']
TKT2 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model e4p_c'] 	['Ecoli_core_model f6p_c', 'Ecoli_core_model g3p_c']
glc_D_e 	['glc_D_e'] 	['Ecoli_core_model glc_D_e']


124
TPI 	['Ecoli_core_model dhap_c'] 	['Ecoli_core_model g3p_c']
GND 	['Ecoli_core_model nadp_c', 'Ecoli_core_model 6pgc_c'] 	['Ecoli_core_model ru5p_D_c', 'Ecoli_core_model nadph_c', 'Ecoli_core_model co2_c']
GLCpts 	['Ecoli_core_model pep_c', 'Ecoli_core_model glc_D_e'] 	['Ecoli_core_model pyr_c', 'Ecoli_core_model g6p_c']
PGI 	['Ecoli_core_model f6p_c'] 	['Ecoli_core_model g6p_c']
MDH 	['Ecoli_core_model nadh_c', 'Ecoli_core_model h_c', 'Ecoli_core_model oaa_c'] 	['Ecoli_core_model mal_L_c', 'Ecoli_core_model nad_c']
G6PDH2r 	['Ecoli_core_model nadp_c', 'Ecoli_core_model g6p_c'] 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h_c', 'Ecoli_core_model nadph_c']
FBA 	['Ecoli_core_model fdp_c'] 	['Ecoli_core_model dhap_c', 'Ecoli_core_model g3p_c']
PGK 	['Ecoli_core_model 13dpg_c', 'Ecoli_core_model adp_c'] 	['Ecoli_core_model 3pg_c', 'Ecoli_core_model atp_c']
TALA 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c'] 	['Ecoli_core_model f6p_c', 'Ecoli_core_model e4p_c']
PPC 	['Ecoli_core_model pep_c', 'Ecoli_core_model co2_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model h_c', 'Ecoli_core_model oaa_c']
PGL 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model h_c', 'Ecoli_core_model 6pgc_c']
TPI 	['Ecoli_core_model g3p_c'] 	['Ecoli_core_model dhap_c']
TKT2 	['Ecoli_core_model f6p_c', 'Ecoli_core_model g3p_c'] 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model e4p_c']
TKT1 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c'] 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model r5p_c']
TALA 	['Ecoli_core_model f6p_c', 'Ecoli_core_model e4p_c'] 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c']
PFK 	['Ecoli_core_model f6p_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model fdp_c', 'Ecoli_core_model adp_c', 'Ecoli_core_model h_c']
FBP 	['Ecoli_core_model fdp_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model f6p_c']
PGK 	['Ecoli_core_model 3pg_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model 13dpg_c', 'Ecoli_core_model adp_c']
PGM 	['Ecoli_core_model 2pg_c'] 	['Ecoli_core_model 3pg_c']
ENO 	['Ecoli_core_model pep_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model 2pg_c']
PGI 	['Ecoli_core_model g6p_c'] 	['Ecoli_core_model f6p_c']
GAPD 	['Ecoli_core_model nadh_c', 'Ecoli_core_model 13dpg_c', 'Ecoli_core_model h_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model g3p_c', 'Ecoli_core_model nad_c']
TKT2 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model e4p_c'] 	['Ecoli_core_model f6p_c', 'Ecoli_core_model g3p_c']
glc_D_e 	['glc_D_e'] 	['Ecoli_core_model glc_D_e']
ME1 	['Ecoli_core_model mal_L_c', 'Ecoli_core_model nad_c'] 	['Ecoli_core_model nadh_c', 'Ecoli_core_model co2_c', 'Ecoli_core_model pyr_c']


125
TPI 	['Ecoli_core_model dhap_c'] 	['Ecoli_core_model g3p_c']
TKT2 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model e4p_c'] 	['Ecoli_core_model f6p_c', 'Ecoli_core_model g3p_c']
GLCpts 	['Ecoli_core_model pep_c', 'Ecoli_core_model glc_D_e'] 	['Ecoli_core_model pyr_c', 'Ecoli_core_model g6p_c']
PGI 	['Ecoli_core_model f6p_c'] 	['Ecoli_core_model g6p_c']
MDH 	['Ecoli_core_model nadh_c', 'Ecoli_core_model h_c', 'Ecoli_core_model oaa_c'] 	['Ecoli_core_model mal_L_c', 'Ecoli_core_model nad_c']
G6PDH2r 	['Ecoli_core_model nadp_c', 'Ecoli_core_model g6p_c'] 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h_c', 'Ecoli_core_model nadph_c']
FBA 	['Ecoli_core_model fdp_c'] 	['Ecoli_core_model dhap_c', 'Ecoli_core_model g3p_c']
PGK 	['Ecoli_core_model 13dpg_c', 'Ecoli_core_model adp_c'] 	['Ecoli_core_model 3pg_c', 'Ecoli_core_model atp_c']
TALA 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c'] 	['Ecoli_core_model f6p_c', 'Ecoli_core_model e4p_c']
PPC 	['Ecoli_core_model pep_c', 'Ecoli_core_model co2_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model h_c', 'Ecoli_core_model oaa_c']
PGL 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model h_c', 'Ecoli_core_model 6pgc_c']
TPI 	['Ecoli_core_model g3p_c'] 	['Ecoli_core_model dhap_c']
TKT2 	['Ecoli_core_model f6p_c', 'Ecoli_core_model g3p_c'] 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model e4p_c']
TKT1 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c'] 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model r5p_c']
TALA 	['Ecoli_core_model f6p_c', 'Ecoli_core_model e4p_c'] 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c']
PFK 	['Ecoli_core_model f6p_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model fdp_c', 'Ecoli_core_model adp_c', 'Ecoli_core_model h_c']
PGK 	['Ecoli_core_model 3pg_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model 13dpg_c', 'Ecoli_core_model adp_c']
PGM 	['Ecoli_core_model 2pg_c'] 	['Ecoli_core_model 3pg_c']
ENO 	['Ecoli_core_model pep_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model 2pg_c']
PGI 	['Ecoli_core_model g6p_c'] 	['Ecoli_core_model f6p_c']
GAPD 	['Ecoli_core_model nadh_c', 'Ecoli_core_model 13dpg_c', 'Ecoli_core_model h_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model g3p_c', 'Ecoli_core_model nad_c']
GND 	['Ecoli_core_model nadp_c', 'Ecoli_core_model 6pgc_c'] 	['Ecoli_core_model ru5p_D_c', 'Ecoli_core_model nadph_c', 'Ecoli_core_model co2_c']
FBA 	['Ecoli_core_model dhap_c', 'Ecoli_core_model g3p_c'] 	['Ecoli_core_model fdp_c']
glc_D_e 	['glc_D_e'] 	['Ecoli_core_model glc_D_e']
ME1 	['Ecoli_core_model mal_L_c', 'Ecoli_core_model nad_c'] 	['Ecoli_core_model nadh_c', 'Ecoli_core_model co2_c', 'Ecoli_core_model pyr_c']


126
TPI 	['Ecoli_core_model dhap_c'] 	['Ecoli_core_model g3p_c']
TKT2 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model e4p_c'] 	['Ecoli_core_model f6p_c', 'Ecoli_core_model g3p_c']
GLCpts 	['Ecoli_core_model pep_c', 'Ecoli_core_model glc_D_e'] 	['Ecoli_core_model pyr_c', 'Ecoli_core_model g6p_c']
PGI 	['Ecoli_core_model f6p_c'] 	['Ecoli_core_model g6p_c']
MDH 	['Ecoli_core_model nadh_c', 'Ecoli_core_model h_c', 'Ecoli_core_model oaa_c'] 	['Ecoli_core_model mal_L_c', 'Ecoli_core_model nad_c']
GAPD 	['Ecoli_core_model pi_c', 'Ecoli_core_model g3p_c', 'Ecoli_core_model nad_c'] 	['Ecoli_core_model nadh_c', 'Ecoli_core_model 13dpg_c', 'Ecoli_core_model h_c']
G6PDH2r 	['Ecoli_core_model nadp_c', 'Ecoli_core_model g6p_c'] 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h_c', 'Ecoli_core_model nadph_c']
FBA 	['Ecoli_core_model fdp_c'] 	['Ecoli_core_model dhap_c', 'Ecoli_core_model g3p_c']
TALA 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c'] 	['Ecoli_core_model f6p_c', 'Ecoli_core_model e4p_c']
PPC 	['Ecoli_core_model pep_c', 'Ecoli_core_model co2_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model h_c', 'Ecoli_core_model oaa_c']
PGL 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model h_c', 'Ecoli_core_model 6pgc_c']
TPI 	['Ecoli_core_model g3p_c'] 	['Ecoli_core_model dhap_c']
TKT2 	['Ecoli_core_model f6p_c', 'Ecoli_core_model g3p_c'] 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model e4p_c']
ME1 	['Ecoli_core_model mal_L_c', 'Ecoli_core_model nad_c'] 	['Ecoli_core_model nadh_c', 'Ecoli_core_model co2_c', 'Ecoli_core_model pyr_c']
TALA 	['Ecoli_core_model f6p_c', 'Ecoli_core_model e4p_c'] 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c']
PFK 	['Ecoli_core_model f6p_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model fdp_c', 'Ecoli_core_model adp_c', 'Ecoli_core_model h_c']
FBP 	['Ecoli_core_model fdp_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model f6p_c']
PGK 	['Ecoli_core_model 3pg_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model 13dpg_c', 'Ecoli_core_model adp_c']
PGM 	['Ecoli_core_model 2pg_c'] 	['Ecoli_core_model 3pg_c']
ENO 	['Ecoli_core_model pep_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model 2pg_c']
PGI 	['Ecoli_core_model g6p_c'] 	['Ecoli_core_model f6p_c']
GAPD 	['Ecoli_core_model nadh_c', 'Ecoli_core_model 13dpg_c', 'Ecoli_core_model h_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model g3p_c', 'Ecoli_core_model nad_c']
GND 	['Ecoli_core_model nadp_c', 'Ecoli_core_model 6pgc_c'] 	['Ecoli_core_model ru5p_D_c', 'Ecoli_core_model nadph_c', 'Ecoli_core_model co2_c']
FBA 	['Ecoli_core_model dhap_c', 'Ecoli_core_model g3p_c'] 	['Ecoli_core_model fdp_c']
glc_D_e 	['glc_D_e'] 	['Ecoli_core_model glc_D_e']


127
TPI 	['Ecoli_core_model dhap_c'] 	['Ecoli_core_model g3p_c']
GND 	['Ecoli_core_model nadp_c', 'Ecoli_core_model 6pgc_c'] 	['Ecoli_core_model ru5p_D_c', 'Ecoli_core_model nadph_c', 'Ecoli_core_model co2_c']
GLCpts 	['Ecoli_core_model pep_c', 'Ecoli_core_model glc_D_e'] 	['Ecoli_core_model pyr_c', 'Ecoli_core_model g6p_c']
PGI 	['Ecoli_core_model f6p_c'] 	['Ecoli_core_model g6p_c']
MDH 	['Ecoli_core_model nadh_c', 'Ecoli_core_model h_c', 'Ecoli_core_model oaa_c'] 	['Ecoli_core_model mal_L_c', 'Ecoli_core_model nad_c']
GAPD 	['Ecoli_core_model pi_c', 'Ecoli_core_model g3p_c', 'Ecoli_core_model nad_c'] 	['Ecoli_core_model nadh_c', 'Ecoli_core_model 13dpg_c', 'Ecoli_core_model h_c']
G6PDH2r 	['Ecoli_core_model nadp_c', 'Ecoli_core_model g6p_c'] 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h_c', 'Ecoli_core_model nadph_c']
FBA 	['Ecoli_core_model fdp_c'] 	['Ecoli_core_model dhap_c', 'Ecoli_core_model g3p_c']
TKT1 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model r5p_c'] 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c']
TALA 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c'] 	['Ecoli_core_model f6p_c', 'Ecoli_core_model e4p_c']
PPC 	['Ecoli_core_model pep_c', 'Ecoli_core_model co2_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model h_c', 'Ecoli_core_model oaa_c']
PGL 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model h_c', 'Ecoli_core_model 6pgc_c']
TPI 	['Ecoli_core_model g3p_c'] 	['Ecoli_core_model dhap_c']
TKT2 	['Ecoli_core_model f6p_c', 'Ecoli_core_model g3p_c'] 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model e4p_c']
TKT1 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c'] 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model r5p_c']
TALA 	['Ecoli_core_model f6p_c', 'Ecoli_core_model e4p_c'] 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c']
PFK 	['Ecoli_core_model f6p_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model fdp_c', 'Ecoli_core_model adp_c', 'Ecoli_core_model h_c']
FBP 	['Ecoli_core_model fdp_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model f6p_c']
PGK 	['Ecoli_core_model 3pg_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model 13dpg_c', 'Ecoli_core_model adp_c']
PGM 	['Ecoli_core_model 2pg_c'] 	['Ecoli_core_model 3pg_c']
ENO 	['Ecoli_core_model pep_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model 2pg_c']
PGI 	['Ecoli_core_model g6p_c'] 	['Ecoli_core_model f6p_c']
GAPD 	['Ecoli_core_model nadh_c', 'Ecoli_core_model 13dpg_c', 'Ecoli_core_model h_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model g3p_c', 'Ecoli_core_model nad_c']
glc_D_e 	['glc_D_e'] 	['Ecoli_core_model glc_D_e']
ME1 	['Ecoli_core_model mal_L_c', 'Ecoli_core_model nad_c'] 	['Ecoli_core_model nadh_c', 'Ecoli_core_model co2_c', 'Ecoli_core_model pyr_c']


128
TPI 	['Ecoli_core_model dhap_c'] 	['Ecoli_core_model g3p_c']
GND 	['Ecoli_core_model nadp_c', 'Ecoli_core_model 6pgc_c'] 	['Ecoli_core_model ru5p_D_c', 'Ecoli_core_model nadph_c', 'Ecoli_core_model co2_c']
GLCpts 	['Ecoli_core_model pep_c', 'Ecoli_core_model glc_D_e'] 	['Ecoli_core_model pyr_c', 'Ecoli_core_model g6p_c']
PGI 	['Ecoli_core_model f6p_c'] 	['Ecoli_core_model g6p_c']
MDH 	['Ecoli_core_model nadh_c', 'Ecoli_core_model h_c', 'Ecoli_core_model oaa_c'] 	['Ecoli_core_model mal_L_c', 'Ecoli_core_model nad_c']
GAPD 	['Ecoli_core_model pi_c', 'Ecoli_core_model g3p_c', 'Ecoli_core_model nad_c'] 	['Ecoli_core_model nadh_c', 'Ecoli_core_model 13dpg_c', 'Ecoli_core_model h_c']
G6PDH2r 	['Ecoli_core_model nadp_c', 'Ecoli_core_model g6p_c'] 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h_c', 'Ecoli_core_model nadph_c']
FBA 	['Ecoli_core_model fdp_c'] 	['Ecoli_core_model dhap_c', 'Ecoli_core_model g3p_c']
TKT1 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model r5p_c'] 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c']
TALA 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c'] 	['Ecoli_core_model f6p_c', 'Ecoli_core_model e4p_c']
PPC 	['Ecoli_core_model pep_c', 'Ecoli_core_model co2_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model h_c', 'Ecoli_core_model oaa_c']
PGL 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model h_c', 'Ecoli_core_model 6pgc_c']
TPI 	['Ecoli_core_model g3p_c'] 	['Ecoli_core_model dhap_c']
TKT2 	['Ecoli_core_model f6p_c', 'Ecoli_core_model g3p_c'] 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model e4p_c']
TKT1 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c'] 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model r5p_c']
TALA 	['Ecoli_core_model f6p_c', 'Ecoli_core_model e4p_c'] 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c']
PFK 	['Ecoli_core_model f6p_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model fdp_c', 'Ecoli_core_model adp_c', 'Ecoli_core_model h_c']
PGK 	['Ecoli_core_model 3pg_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model 13dpg_c', 'Ecoli_core_model adp_c']
PGM 	['Ecoli_core_model 2pg_c'] 	['Ecoli_core_model 3pg_c']
ENO 	['Ecoli_core_model pep_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model 2pg_c']
PGI 	['Ecoli_core_model g6p_c'] 	['Ecoli_core_model f6p_c']
GAPD 	['Ecoli_core_model nadh_c', 'Ecoli_core_model 13dpg_c', 'Ecoli_core_model h_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model g3p_c', 'Ecoli_core_model nad_c']
FBA 	['Ecoli_core_model dhap_c', 'Ecoli_core_model g3p_c'] 	['Ecoli_core_model fdp_c']
glc_D_e 	['glc_D_e'] 	['Ecoli_core_model glc_D_e']
ME1 	['Ecoli_core_model mal_L_c', 'Ecoli_core_model nad_c'] 	['Ecoli_core_model nadh_c', 'Ecoli_core_model co2_c', 'Ecoli_core_model pyr_c']


129
TPI 	['Ecoli_core_model dhap_c'] 	['Ecoli_core_model g3p_c']
GND 	['Ecoli_core_model nadp_c', 'Ecoli_core_model 6pgc_c'] 	['Ecoli_core_model ru5p_D_c', 'Ecoli_core_model nadph_c', 'Ecoli_core_model co2_c']
GLCpts 	['Ecoli_core_model pep_c', 'Ecoli_core_model glc_D_e'] 	['Ecoli_core_model pyr_c', 'Ecoli_core_model g6p_c']
PGI 	['Ecoli_core_model f6p_c'] 	['Ecoli_core_model g6p_c']
MDH 	['Ecoli_core_model nadh_c', 'Ecoli_core_model h_c', 'Ecoli_core_model oaa_c'] 	['Ecoli_core_model mal_L_c', 'Ecoli_core_model nad_c']
GAPD 	['Ecoli_core_model pi_c', 'Ecoli_core_model g3p_c', 'Ecoli_core_model nad_c'] 	['Ecoli_core_model nadh_c', 'Ecoli_core_model 13dpg_c', 'Ecoli_core_model h_c']
G6PDH2r 	['Ecoli_core_model nadp_c', 'Ecoli_core_model g6p_c'] 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h_c', 'Ecoli_core_model nadph_c']
FBA 	['Ecoli_core_model fdp_c'] 	['Ecoli_core_model dhap_c', 'Ecoli_core_model g3p_c']
TKT1 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model r5p_c'] 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c']
TALA 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c'] 	['Ecoli_core_model f6p_c', 'Ecoli_core_model e4p_c']
PPC 	['Ecoli_core_model pep_c', 'Ecoli_core_model co2_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model h_c', 'Ecoli_core_model oaa_c']
PGL 	['Ecoli_core_model 6pgl_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model h_c', 'Ecoli_core_model 6pgc_c']
TPI 	['Ecoli_core_model g3p_c'] 	['Ecoli_core_model dhap_c']
TKT2 	['Ecoli_core_model f6p_c', 'Ecoli_core_model g3p_c'] 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model e4p_c']
TKT1 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c'] 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model r5p_c']
TALA 	['Ecoli_core_model f6p_c', 'Ecoli_core_model e4p_c'] 	['Ecoli_core_model g3p_c', 'Ecoli_core_model s7p_c']
PFK 	['Ecoli_core_model f6p_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model fdp_c', 'Ecoli_core_model adp_c', 'Ecoli_core_model h_c']
PGK 	['Ecoli_core_model 3pg_c', 'Ecoli_core_model atp_c'] 	['Ecoli_core_model 13dpg_c', 'Ecoli_core_model adp_c']
PGM 	['Ecoli_core_model 2pg_c'] 	['Ecoli_core_model 3pg_c']
ENO 	['Ecoli_core_model pep_c', 'Ecoli_core_model h2o_c'] 	['Ecoli_core_model 2pg_c']
PGI 	['Ecoli_core_model g6p_c'] 	['Ecoli_core_model f6p_c']
GAPD 	['Ecoli_core_model nadh_c', 'Ecoli_core_model 13dpg_c', 'Ecoli_core_model h_c'] 	['Ecoli_core_model pi_c', 'Ecoli_core_model g3p_c', 'Ecoli_core_model nad_c']
TKT2 	['Ecoli_core_model xu5p_D_c', 'Ecoli_core_model e4p_c'] 	['Ecoli_core_model f6p_c', 'Ecoli_core_model g3p_c']
glc_D_e 	['glc_D_e'] 	['Ecoli_core_model glc_D_e']
